Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,Sex,Age,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF,HBName,Year,Quarter_single
2022Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,50-59 years,1896,4131,2.178797468,NA,1923,6861,3.567862715,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,50-59 years,1944,4803,2.470679012,NA,1962,7425,3.78440367,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,4158,11330,2.724867725,NA,4218,17000,4.030346136,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,3860,10146,2.628497409,NA,3859,15512,4.019694221,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,4081,10173,2.49277138,NA,4106,15678,3.818314661,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,3950,9641,2.440759494,NA,3996,15270,3.821321321,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,3932,9839,2.502288911,NA,3994,15178,3.8002003,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,4104,9798,2.387426901,NA,4120,14877,3.61092233,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,4010,9556,2.383042394,NA,4035,14981,3.712763321,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,3912,9556,2.442740286,NA,3955,15335,3.877370417,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,3922,9668,2.465068842,NA,3963,14729,3.716628817,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,3423,7971,2.328659071,NA,3464,13094,3.7800230950000002,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,1462,3868,2.645690834,NA,1461,6639,4.544147844,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,2495,7693,3.083366733,NA,2537,11455,4.515175404,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,2811,6858,2.439701174,NA,2869,11149,3.886023005,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,2440,6231,2.553688525,NA,2429,9361,3.853849321,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,3091,8099,2.620187642,NA,3122,13399,4.291800128,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,2844,7130,2.507032349,NA,2866,12156,4.2414515,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,2763,6794,2.458921462,NA,2822,11938,4.230333097,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,2673,6323,2.365506921,NA,2683,10004,3.728661946,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,2921,6656,2.278671688,NA,2947,11840,4.017645063,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,3165,7416,2.343127962,NA,3205,13383,4.175663027,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,60-69 years,3275,7193,2.196335878,NA,3333,12335,3.700870087,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,3874,11135,2.874290139,NA,3906,17816,4.561187916,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,3587,10053,2.802620574,NA,3575,16552,4.62993007,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,3883,10433,2.686840072,NA,3907,16011,4.098029178,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,3926,10258,2.612837494,NA,3961,17178,4.33678364,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,3962,10671,2.693336699,NA,4018,17355,4.319313091,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,3844,9367,2.436784599,NA,3857,14591,3.782991963,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,4023,10254,2.548844146,NA,4054,15879,3.916872225,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,3785,9532,2.518361955,NA,3850,16996,4.414545455,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,3924,10350,2.637614679,NA,3994,16765,4.197546319,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,3494,8203,2.347738981,NA,3542,14767,4.169113495,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,1417,3708,2.616796048,NA,1406,5891,4.189900427,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,2605,6545,2.512476008,NA,2647,10847,4.097846619,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,2729,6354,2.328325394,NA,2812,11223,3.991109531,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,2281,5931,2.600175362,NA,2269,9274,4.087263112,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,3031,7718,2.546354339,NA,3084,12196,3.95460441,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,2875,7138,2.482782609,NA,2907,12303,4.232198142,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,2691,6849,2.545150502,NA,2787,12215,4.382848942,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,2584,5782,2.237616099,NA,2604,10057,3.862135177,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,2840,6941,2.444014085,NA,2863,12047,4.207823961,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,3105,7649,2.463446055,NA,3134,13379,4.268985322,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,70-79 years,3254,7751,2.381991395,NA,3308,13506,4.082829504,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1591,5486,3.44814582,NA,1619,8422,5.201976529,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1438,4407,3.064673157,NA,1450,7214,4.975172414,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1634,5287,3.235618115,NA,1638,7997,4.882173382,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1610,5145,3.195652174,NA,1617,7741,4.787260359,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1507,4275,2.836761778,NA,1541,7668,4.975989617,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1487,4051,2.724277068,NA,1507,6221,4.128069011,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1611,4324,2.684047176,NA,1628,7071,4.343366093,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1564,4483,2.866368286,NA,1579,7049,4.464217859,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1553,4171,2.685769478,NA,1578,6594,4.178707224,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1346,3783,2.810549777,NA,1362,5512,4.046989721,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,480,1562,3.254166667,NA,485,2739,5.64742268,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1009,2737,2.71258672,NA,1008,4035,4.00297619,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1143,3378,2.955380577,NA,1167,5141,4.405312768,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,878,2785,3.171981777,NA,908,4794,5.279735683,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1194,3268,2.737018425,NA,1221,4927,4.035217035,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1109,2759,2.487826871,NA,1138,4293,3.772407733,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,954,2566,2.689727463,NA,997,4238,4.250752257,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1007,2696,2.677259186,NA,1011,3900,3.857566766,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1120,3237,2.890178571,NA,1143,4953,4.333333333,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1171,2970,2.536293766,NA,1200,4718,3.931666667,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,80-89 years,1215,3371,2.774485597,NA,1239,5228,4.219531881,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,126,541,4.293650794,NA,126,785,6.23015873,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,84,380,4.523809524,NA,86,500,5.813953488,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,127,458,3.606299213,NA,123,667,5.422764228,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,125,470,3.76,NA,122,647,5.303278689,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,106,326,3.075471698,NA,110,430,3.909090909,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,114,367,3.219298246,NA,112,878,7.839285714,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,115,264,2.295652174,NA,116,460,3.965517241,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,128,436,3.40625,NA,131,647,4.938931298,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,130,388,2.984615385,NA,136,804,5.911764706,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,121,476,3.933884298,NA,120,680,5.666666667,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,45,109,2.422222222,NA,44,157,3.568181818,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,84,224,2.666666667,NA,81,408,5.037037037,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,88,239,2.715909091,NA,88,373,4.238636364,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,71,188,2.647887324,NA,73,227,3.109589041,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,106,306,2.886792453,NA,106,404,3.811320755,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,81,197,2.432098765,NA,82,305,3.719512195,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,77,205,2.662337662,NA,78,284,3.641025641,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,80,252,3.15,NA,75,582,7.76,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,93,255,2.741935484,NA,98,395,4.030612245,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,110,246,2.236363636,NA,111,595,5.36036036,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Elective Inpatients,NA,Male,90 years and over,90,380,4.222222222,NA,92,580,6.304347826,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,579,1675,2.892918826,NA,555,1386,2.497297297,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,624,1813,2.905448718,NA,596,1841,3.088926174,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,768,1402,1.825520833,NA,737,2410,3.270013569,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,697,1368,1.962697274,NA,669,1702,2.544095665,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,619,1292,2.08723748,NA,586,1510,2.576791809,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,585,1199,2.04957265,NA,563,1408,2.500888099,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,734,1348,1.836512262,NA,713,1882,2.639551192,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,761,1320,1.73455979,NA,734,1552,2.114441417,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,630,1336,2.120634921,NA,613,1430,2.33278956,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,652,1242,1.904907975,NA,633,1427,2.254344392,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,430,707,1.644186047,NA,413,704,1.704600484,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,597,1392,2.331658291,NA,587,1530,2.606473595,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,490,851,1.736734694,NA,472,810,1.716101695,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,432,608,1.407407407,NA,413,702,1.699757869,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,630,1064,1.688888889,NA,604,1305,2.160596026,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,630,930,1.476190476,NA,618,1074,1.737864078,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,478,861,1.80125523,NA,454,957,2.107929515,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,482,975,2.022821577,NA,467,1127,2.413276231,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,646,1385,2.143962848,NA,615,1301,2.115447154,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,689,1077,1.563134978,NA,674,1298,1.925816024,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,0-9 years,542,1189,2.193726937,NA,520,1488,2.861538462,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1840,2787,1.514673913,NA,1822,4274,2.345773875,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1795,3004,1.673537604,NA,1780,4049,2.274719101,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1849,2787,1.507301244,NA,1840,4144,2.252173913,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1911,2645,1.384092098,NA,1886,3887,2.06097561,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1810,2625,1.450276243,NA,1795,3705,2.064066852,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1851,2890,1.561318206,NA,1833,3952,2.156028369,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1870,2469,1.320320856,NA,1849,3839,2.076257436,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1983,2687,1.35501765,NA,1969,3906,1.983748095,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1795,2372,1.321448468,NA,1797,3502,1.948803561,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1692,2118,1.25177305,NA,1677,4134,2.465116279,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1069,1212,1.133769878,NA,1056,1884,1.784090909,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1499,2102,1.402268179,NA,1479,2664,1.801217039,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1386,1806,1.303030303,NA,1374,2617,1.904657933,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1248,1484,1.189102564,NA,1237,2314,1.87065481,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1632,2064,1.264705882,NA,1617,3258,2.014842301,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1496,1877,1.254679144,NA,1490,3015,2.023489933,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1535,2135,1.390879479,NA,1530,4070,2.660130719,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1439,1863,1.294649062,NA,1420,2789,1.964084507,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1534,1970,1.28422425,NA,1519,3354,2.2080316,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1410,1824,1.293617021,NA,1405,3398,2.418505338,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,10-19 years,1319,1936,1.46777862,NA,1310,2793,2.132061069,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,4711,6614,1.403948206,NA,4684,11111,2.372117848,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,4534,6860,1.513012792,NA,4481,10723,2.392992636,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,4849,6656,1.372654155,NA,4816,11502,2.388289037,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,4849,6857,1.414106001,NA,4807,11682,2.43020595,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,4864,6561,1.348889803,NA,4835,10620,2.196483971,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,4892,6614,1.352003271,NA,4852,11076,2.282769992,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,5023,6968,1.387218794,NA,4997,12236,2.448669202,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,5282,6979,1.321279818,NA,5225,12404,2.373971292,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,4895,6835,1.396322778,NA,4852,11401,2.349752679,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,4504,6387,1.418072824,NA,4478,11422,2.550692273,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,3476,3990,1.147871116,NA,3411,6967,2.042509528,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,4132,5048,1.221684414,NA,4096,8971,2.190185547,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,3936,5034,1.278963415,NA,3899,9633,2.470633496,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,3878,4956,1.277978339,NA,3835,8478,2.210691004,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,4395,5278,1.200910125,NA,4363,9289,2.129039652,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,4255,5839,1.37226792,NA,4210,10607,2.519477435,NA,NA,2021,Q3
2021Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,3904,5641,1.444928279,NA,3881,9863,2.541355321,NA,NA,2021,Q4
2022Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,3614,4659,1.289153293,NA,3572,8214,2.299552072,NA,NA,2022,Q1
2022Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,3585,4888,1.363458856,NA,3563,9304,2.611282627,NA,NA,2022,Q2
2022Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,3590,5195,1.447075209,NA,3564,8814,2.473063973,NA,NA,2022,Q3
2022Q4,p,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,20-29 years,3691,4980,1.349227852,NA,3662,8511,2.324139814,NA,NA,2022,Q4
2017Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,4874,8264,1.695527288,NA,4839,14836,3.065922711,NA,NA,2017,Q4
2018Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,5045,8400,1.665014866,NA,4964,15100,3.041901692,NA,NA,2018,Q1
2018Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,5002,7623,1.523990404,NA,4982,15074,3.025692493,NA,NA,2018,Q2
2018Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,5263,8380,1.592247767,NA,5191,15355,2.958004238,NA,NA,2018,Q3
2018Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,4967,8308,1.67263942,NA,4922,15531,3.155424624,NA,NA,2018,Q4
2019Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,5062,8019,1.58415646,NA,5008,14472,2.889776358,NA,NA,2019,Q1
2019Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,5518,8548,1.549111997,NA,5471,16367,2.991592031,NA,NA,2019,Q2
2019Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,5646,8688,1.538788523,NA,5585,17317,3.100626679,NA,NA,2019,Q3
2019Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,5331,7960,1.493153255,NA,5271,15444,2.929994308,NA,NA,2019,Q4
2020Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,5137,7717,1.502238661,NA,5103,16516,3.236527533,NA,NA,2020,Q1
2020Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,4091,4862,1.188462479,NA,4016,10350,2.577191235,NA,NA,2020,Q2
2020Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,5101,7085,1.388943344,NA,5059,14692,2.904131251,NA,NA,2020,Q3
2020Q4,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,4674,6847,1.464912281,NA,4621,14417,3.11988747,NA,NA,2020,Q4
2021Q1,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,4647,6783,1.459651388,NA,4586,12961,2.826210205,NA,NA,2021,Q1
2021Q2,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,5400,7560,1.4,NA,5322,14620,2.747087561,NA,NA,2021,Q2
2021Q3,NA,S92000003,d,S92000003,d,Emergency Inpatients,NA,Female,30-39 years,5264,8090,1.536854103,NA,5215,16195,3.105465005,NA,NA,2021,Q3
